Model,Dataset,Metric,Layer_CNN,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8,Layer_9,Layer_10,Layer_11,Layer_12,Layer_13,Layer_14,Layer_15,Layer_16,Layer_17,Layer_18,Layer_19,Layer_20,Layer_21,Layer_22,Layer_23,Layer_24
w2v-BERT,SAVEE,procrustes,0.7038146257400513,0.7142453193664551,0.7181963324546814,0.7171796560287476,0.722260057926178,0.7231626808643341,0.7115252614021301,0.7146805226802826,0.7229196131229401,0.7368383407592773,0.7390267848968506,0.7289539277553558,0.7311384081840515,0.7309319376945496,0.7331578433513641,0.7318034172058105,0.723800778388977,0.727645605802536,0.7238275110721588,0.716559648513794,0.7228992581367493,0.7248961627483368,0.7247050404548645,0.7260536551475525,0.703914076089859
w2v-BERT,SAVEE,centroid_transfer,0.3333333333333333,0.41875,0.43333333333333335,0.4583333333333333,0.44583333333333336,0.48125,0.45416666666666666,0.46458333333333335,0.4666666666666667,0.45,0.41875,0.4041666666666667,0.4041666666666667,0.3958333333333333,0.4083333333333333,0.42291666666666666,0.47708333333333336,0.5166666666666667,0.4875,0.45625,0.42291666666666666,0.425,0.41041666666666665,0.38333333333333336,0.3145833333333333
w2v-BERT,AESDD,cka,0.020636637947152467,0.02438030210384323,0.0264238506449484,0.036895245378586745,0.03438808284267801,0.04046869514108326,0.035632780355758585,0.03553085146259428,0.03326907445346107,0.034314363645903304,0.026119622578764816,0.02505445812396684,0.024205521885432454,0.024034925827490453,0.025375906621239227,0.029523748388022183,0.03531090183906418,0.03929406696360919,0.033558003408107724,0.031311554645196055,0.02441752531252563,0.02163274076406647,0.015980013082262625,0.021582835352031014,0.01543531995865809
w2v-BERT,AESDD,procrustes,0.7536748051643372,0.7497823238372803,0.7398867905139923,0.694168359041214,0.7021284103393555,0.724099725484848,0.7142328321933746,0.7080219388008118,0.7040409743785858,0.7408244013786316,0.7340632081031799,0.7371920645236969,0.7402227520942688,0.7383735477924347,0.7377492189407349,0.7339338064193726,0.7322008311748505,0.7403367161750793,0.7421784400939941,0.7501123547554016,0.7517539411783218,0.7268472909927368,0.7286110520362854,0.7412116229534149,0.739476203918457
w2v-BERT,AESDD,centroid_transfer,0.34271523178807944,0.4718543046357616,0.4735099337748344,0.5662251655629139,0.5761589403973509,0.6026490066225165,0.5827814569536424,0.6043046357615894,0.5728476821192053,0.5678807947019867,0.5115894039735099,0.4718543046357616,0.4900662251655629,0.48841059602649006,0.5082781456953642,0.5347682119205298,0.6208609271523179,0.6556291390728477,0.5894039735099338,0.5281456953642384,0.4735099337748344,0.44039735099337746,0.39403973509933776,0.38576158940397354,0.29635761589403975
w2v-BERT,MESD,cka,0.0537312456623539,0.06728646143423446,0.06331292961999249,0.0683639738822769,0.061866653472726595,0.060715060266692815,0.05556262864704912,0.05539559251091925,0.0536781120462864,0.05238424965216842,0.043759422151700665,0.0415712728070106,0.04215283842715472,0.042692384184943144,0.04307040328378579,0.04727136169985887,0.04845284576101248,0.049291298185790665,0.04690962634992738,0.04460347105224524,0.03929003087961454,0.03733135106850913,0.03457190986382939,0.03607997804797885,0.023938757344299087
w2v-BERT,MESD,procrustes,0.786701112985611,0.7916568368673325,0.7654776871204376,0.7584971189498901,0.7560916841030121,0.7450765073299408,0.7376577854156494,0.7388426959514618,0.736960232257843,0.7301444709300995,0.720536470413208,0.7137715816497803,0.7158714234828949,0.7153810262680054,0.7197177708148956,0.7271237373352051,0.7341023087501526,0.737731009721756,0.7302996516227722,0.7282774746417999,0.7316097021102905,0.7297715544700623,0.7101547420024872,0.7384830117225647,0.6467045843601227
w2v-BERT,MESD,centroid_transfer,0.4280742459396752,0.4651972157772622,0.462877030162413,0.4965197215777262,0.46403712296983757,0.4709976798143852,0.4814385150812065,0.48839907192575405,0.48259860788863107,0.4872389791183295,0.4814385150812065,0.4617169373549884,0.4593967517401392,0.4408352668213457,0.44547563805104406,0.4547563805104408,0.4617169373549884,0.47447795823665895,0.45359628770301624,0.4466357308584687,0.419953596287703,0.41647331786542924,0.3863109048723898,0.37470997679814383,0.3503480278422274
w2v-BERT,MSP-Podcast,cka,0.008077678762507737,0.009355714161571934,0.009619952776877602,0.014285251041448852,0.010534913192213996,0.011531298996480624,0.010447266653291539,0.010725193727098105,0.010740640435788672,0.008004903247973467,0.006654397165072304,0.005988791980421269,0.005640355490471048,0.00525853656407886,0.005524503623710885,0.007245407862528657,0.009093361006511399,0.009019366603166656,0.007471410254805195,0.007164418018412323,0.005505595185465266,0.005521283367847565,0.004500937905774463,0.004074304837788591,0.0017295264493297484
w2v-BERT,MSP-Podcast,procrustes,0.8701545894145966,0.8477995842695236,0.84986712038517,0.833552822470665,0.8160998523235321,0.8060882985591888,0.810749426484108,0.802204430103302,0.8119863271713257,0.791224867105484,0.7794625163078308,0.7787687927484512,0.7808531075716019,0.7666800767183304,0.7658749520778656,0.7729780226945877,0.7837362140417099,0.8052558600902557,0.8139154464006424,0.8192118406295776,0.8199038058519363,0.8188020139932632,0.8415512591600418,0.8119587749242783,0.7751896679401398
w2v-BERT,MSP-Podcast,centroid_transfer,0.30995454123759164,0.32841636515446704,0.35253734112626406,0.3465998701178217,0.3156136932925132,0.32860191112348086,0.3185824287967344,0.32294275906855924,0.36867984043046664,0.34715650802486314,0.3363020688375545,0.3443733184896558,0.34084794507839317,0.32767418127841175,0.34789869190091843,0.34548659430373874,0.3668243807403284,0.3776788199276371,0.36645328880230077,0.34929028666852213,0.3273030893403841,0.3186752017812413,0.3093979033305501,0.3003061508488728,0.24696168475739866
