Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 10,10,0.7252,0.0255,0.7225,MERT,AESDD,10
Layer 11,11,0.7285,0.0222,0.7262,MERT,AESDD,10
Layer 12,12,0.702,0.0282,0.6978,MERT,AESDD,10
Layer 13,13,0.7103,0.0199,0.7073,MERT,AESDD,10
Layer 14,14,0.6954,0.0405,0.6926,MERT,AESDD,10
Layer 15,15,0.6804,0.0356,0.6778,MERT,AESDD,10
Layer 16,16,0.692,0.0342,0.6897,MERT,AESDD,10
Layer 17,17,0.654,0.0143,0.6506,MERT,AESDD,10
Layer 18,18,0.6937,0.0279,0.6883,MERT,AESDD,10
Layer 19,19,0.6788,0.02,0.6732,MERT,AESDD,10
Layer 20,20,0.6772,0.0294,0.6718,MERT,AESDD,10
Layer 21,21,0.6607,0.046,0.6563,MERT,AESDD,10
Layer 22,22,0.6458,0.0476,0.6389,MERT,AESDD,10
Layer 23,23,0.6359,0.0452,0.632,MERT,AESDD,10
Layer 24,24,0.6392,0.0518,0.6344,MERT,AESDD,10
CNN,0,0.5679,0.0352,0.5681,MERT,AESDD,20
Layer 1,1,0.6292,0.0467,0.6298,MERT,AESDD,20
Layer 2,2,0.6706,0.0533,0.6646,MERT,AESDD,20
Layer 3,3,0.712,0.0478,0.711,MERT,AESDD,20
Layer 4,4,0.7517,0.0433,0.7503,MERT,AESDD,20
Layer 5,5,0.7716,0.0394,0.7689,MERT,AESDD,20
Layer 6,6,0.7799,0.0353,0.7784,MERT,AESDD,20
Layer 7,7,0.7666,0.0457,0.7651,MERT,AESDD,20
Layer 8,8,0.7716,0.0387,0.77,MERT,AESDD,20
Layer 9,9,0.7848,0.0334,0.7829,MERT,AESDD,20
Layer 10,10,0.7748,0.0265,0.7734,MERT,AESDD,20
Layer 11,11,0.7616,0.0284,0.7592,MERT,AESDD,20
Layer 12,12,0.7401,0.0264,0.7375,MERT,AESDD,20
Layer 13,13,0.7418,0.0249,0.7399,MERT,AESDD,20
Layer 14,14,0.7384,0.0169,0.737,MERT,AESDD,20
Layer 15,15,0.7384,0.0277,0.7368,MERT,AESDD,20
Layer 16,16,0.7285,0.0386,0.7265,MERT,AESDD,20
Layer 17,17,0.7185,0.0252,0.7169,MERT,AESDD,20
Layer 18,18,0.7218,0.0353,0.7193,MERT,AESDD,20
Layer 19,19,0.7235,0.0222,0.7201,MERT,AESDD,20
Layer 20,20,0.7037,0.0462,0.7011,MERT,AESDD,20
Layer 21,21,0.7169,0.0273,0.7142,MERT,AESDD,20
Layer 22,22,0.7169,0.0162,0.7146,MERT,AESDD,20
Layer 23,23,0.7103,0.0341,0.7081,MERT,AESDD,20
Layer 24,24,0.7004,0.0287,0.6978,MERT,AESDD,20
CNN,0,0.4785,0.0552,0.4767,MERT,AESDD,5
Layer 1,1,0.5051,0.0665,0.5071,MERT,AESDD,5
Layer 2,2,0.5481,0.0706,0.5463,MERT,AESDD,5
Layer 3,3,0.6226,0.0702,0.6188,MERT,AESDD,5
Layer 4,4,0.6739,0.0423,0.6711,MERT,AESDD,5
Layer 5,5,0.6904,0.0379,0.6888,MERT,AESDD,5
Layer 6,6,0.6887,0.022,0.6866,MERT,AESDD,5
Layer 7,7,0.6739,0.0479,0.6702,MERT,AESDD,5
Layer 8,8,0.6887,0.034,0.687,MERT,AESDD,5
Layer 9,9,0.6854,0.0312,0.6844,MERT,AESDD,5
Layer 10,10,0.6788,0.0219,0.677,MERT,AESDD,5
Layer 11,11,0.6754,0.0238,0.6738,MERT,AESDD,5
Layer 12,12,0.6623,0.0156,0.6591,MERT,AESDD,5
Layer 13,13,0.6408,0.0307,0.6368,MERT,AESDD,5
Layer 14,14,0.6473,0.0387,0.644,MERT,AESDD,5
Layer 15,15,0.6225,0.0435,0.6204,MERT,AESDD,5
Layer 16,16,0.6358,0.029,0.6329,MERT,AESDD,5
Layer 17,17,0.606,0.0267,0.602,MERT,AESDD,5
Layer 18,18,0.6441,0.0288,0.6401,MERT,AESDD,5
Layer 19,19,0.6375,0.0295,0.6344,MERT,AESDD,5
Layer 20,20,0.6259,0.0329,0.6213,MERT,AESDD,5
Layer 21,21,0.616,0.0474,0.6134,MERT,AESDD,5
Layer 22,22,0.6226,0.0345,0.6166,MERT,AESDD,5
Layer 23,23,0.6094,0.0493,0.6064,MERT,AESDD,5
Layer 24,24,0.6243,0.0563,0.6211,MERT,AESDD,5
