Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1,Model,Dataset,SNR
Layer 5,5,0.6485,0.0342,0.6468,WavLM,RAVDESS,5
Layer 6,6,0.6524,0.0264,0.6511,WavLM,RAVDESS,5
Layer 7,7,0.655,0.0176,0.6537,WavLM,RAVDESS,5
Layer 8,8,0.6498,0.0361,0.6483,WavLM,RAVDESS,5
Layer 9,9,0.6567,0.0367,0.6562,WavLM,RAVDESS,5
Layer 10,10,0.6529,0.0327,0.6523,WavLM,RAVDESS,5
Layer 11,11,0.6485,0.0352,0.6475,WavLM,RAVDESS,5
Layer 12,12,0.6459,0.032,0.6459,WavLM,RAVDESS,5
Layer 13,13,0.6257,0.0382,0.6259,WavLM,RAVDESS,5
Layer 14,14,0.614,0.0235,0.6145,WavLM,RAVDESS,5
Layer 15,15,0.6114,0.0314,0.6119,WavLM,RAVDESS,5
Layer 16,16,0.5946,0.031,0.5951,WavLM,RAVDESS,5
Layer 17,17,0.5855,0.0278,0.5852,WavLM,RAVDESS,5
Layer 18,18,0.5678,0.0276,0.5673,WavLM,RAVDESS,5
Layer 19,19,0.5656,0.0353,0.5644,WavLM,RAVDESS,5
Layer 20,20,0.554,0.0267,0.5525,WavLM,RAVDESS,5
Layer 21,21,0.5311,0.0213,0.5305,WavLM,RAVDESS,5
Layer 22,22,0.5004,0.0239,0.5002,WavLM,RAVDESS,5
Layer 23,23,0.4728,0.0283,0.4728,WavLM,RAVDESS,5
Layer 24,24,0.4724,0.0264,0.4738,WavLM,RAVDESS,5
